,title,link_to_equipment,link_to_image,price_equipment
68,"HyperX FURY S Pro Speed L Pelės kilimėlis žaidimams, 450mm x 400mm",https://www.varle.lt/peliu-kilimeliai/hyperx-fury-s-pro-speed-l-peles-kilimelis-zaidimams--8740875.html,https://www.varle.lt/static/uploads/products/235x195/886/kil/kilimelis-peles-padas-kingston-king-2709.jpg,"

13.99
 €
"
69,"Rivacase 8930 (PU) juodas krepšys nešiojamam kompiuteriui iki 15,6''",https://www.varle.lt/nesiojamu-kompiuteriu-krepsiai-deklai-kuprines/rivacase-8930-pu-juodas-krepsys-nesiojamam-kompiuteriui--3328772.html,https://www.varle.lt/static/uploads/products/235x195/403/riv/rivacase-8930bk-maletin-para-ordenador.jpg,"

30.99
 €
"
70,"Monitorius LENOVO LEGION Y25G-30 24.5FHD/360HZ/400NITS/4X USB 3.2 GEN 1 (3X USB TYPE-A, 1X USB TYPE-C)",https://www.varle.lt/monitoriai/monitorius-lenovo-legion-y25g-30-245fhd360hz400nits4x--17921333.html,https://www.varle.lt/static/uploads/products/235x195/206/mon/monitorius-lenovo-legion-y25g-30-245fhd-360hz-400nits-4x.jpg,"

485.34
 €
"
71,"Premium Žaidimų kėdė ByteZone Shadow Gaming Chair, Juoda",https://www.varle.lt/zaidimu-gaming-kedes/premium-zaidimu-kede-bytezone-shadow-gaming-chair--17752919.html,https://www.varle.lt/static/uploads/products/235x195/605/pre/premium-zaidimu-kede-bytezone-shadow-gaming.jpg,"

159.99
 €
"
72,"Žaidimų kėdė Sense7 Vanguard Gaming Chair, Juoda-raudona",https://www.varle.lt/zaidimu-gaming-kedes/zaidimu-kede-sense7-vanguard-gaming-chair-juoda-raudona--18061300.html,https://www.varle.lt/static/uploads/products/235x195/605/zai/zaidimu-kede-sense7-vanguard-gaming-chair_ROw5N0O.jpg,"

145.74
 €
"
73,"Žaidimų kėdė DXRacer Formula F08-NW Gaming Chair, Balta",https://www.varle.lt/zaidimu-gaming-kedes/zaidimu-kede-dxracer-formula-f08-nw-gaming-chair--7673667.html,https://www.varle.lt/static/uploads/products/235x195/181/zai/zaidimu-kede-dxracer-formula-f08-nw.jpg,"

255.99
 €
"
74,Žaidimų Kėdė DXRacer Gladiator Series G001-N Juodas (Juoda),https://www.varle.lt/zaidimu-gaming-kedes/zaidimu-kede-dxracer-gladiator-series-g001-n-juodas--17116603.html,https://www.varle.lt/static/uploads/products/235x195/1103/zai/zaidimu-kede-dxracer-gladiator-series-g001-n.jpg,"

319.99
 €
"
75,"Žaidimų kėdė DXRacer Gladiator G001-NR Gaming Chair, Juoda / Raudona",https://www.varle.lt/zaidimu-gaming-kedes/zaidimu-kede-dxracer-gladiator-g001-nw-gaming-chair--17059767.html,https://www.varle.lt/static/uploads/products/235x195/814/dxr/dxracer-gladiator-series-g001-nr-juodai-raudona.jpg,"

319.99
 €
"
76,"Žaidimų kėdė DXRacer Prince P08-NW Gaming Chair, Juoda-balta",https://www.varle.lt/zaidimu-gaming-kedes/zaidimu-kede-dxracer-prince-p08-nw-gaming-chair-juoda-balta--16616053.html,https://www.varle.lt/static/uploads/products/235x195/814/dxr/dxracer-prince-series-p08-nw-juodai-balta.jpg,"

214.99
 €
"
77,DXRACER Craft Series C001-N-R juoda/raudona ergonominė kėdė,https://www.varle.lt/zaidimu-gaming-kedes/dxracer-craft-series-c001-n-r-juodaraudona-ergonomine--20474693.html,https://www.varle.lt/static/uploads/products/235x195/814/dxr/dxracer-craft-series-c001-n-r-juoda-raudona.jpg,"

379.99
 €
"
78,Žaidimų kėdė DXRacer CRAFT C001-P-P,https://www.varle.lt/zaidimu-gaming-kedes/dxracer-craft-series-c001-p-p-rozine-ergonomine-kede--20477375.html,https://www.varle.lt/static/uploads/products/235x195/814/dxr/dxracer-craft-series-c001-p-p-rozine-ergonomine.jpg,"

369.99
 €
"
79,DXRACER Craft Series C001-N-N juoda ergonominė kėdė,https://www.varle.lt/zaidimu-gaming-kedes/dxracer-craft-series-c001-n-n-juoda-ergonomine-kede--20474687.html,https://www.varle.lt/static/uploads/products/235x195/814/dxr/dxracer-craft-series-c001-n-n-juoda-ergonomine.jpg,"

379.99
 €
"
80,DXRACER Craft Series C001-W-N balta ergonominė kėdė,https://www.varle.lt/zaidimu-gaming-kedes/dxracer-craft-series-c001-w-n-balta-ergonomine-kede--20474688.html,https://www.varle.lt/static/uploads/products/235x195/814/dxr/dxracer-craft-series-c001-w-n-balta-ergonomine.jpg,"

379.99
 €
"
81,"Žaidimų kėdė DXRacer Air R1S-GPG Gaming Chair, Pilka-rožinė",https://www.varle.lt/zaidimu-gaming-kedes/zaidimu-kede-dxracer-air-r1s-gpg-gaming-chair-pilka-rozine--20474690.html,https://www.varle.lt/static/uploads/products/235x195/814/dxr/dxracer-air-series-r1s-gpg-pilkai-rozine.jpg,"

339.99
 €
"
82,Bevielė pelė Logitech M185 Raudona,https://www.varle.lt/peles/beviele-pele-logitech-m185-raudona--7590518.html,https://www.varle.lt/static/uploads/products/235x195/29/bev/beviele-pele-logitech-m185-raudona-910-002237.jpg,"

12.59
 €
"
83,Pelės kilimėlis Žaidimams su pašvietimu Media-Tech RGB GAMING MAT MT262,https://www.varle.lt/peliu-kilimeliai/peles-kilimelis-zaidimams-su-pasvietimu-media-tech--16648426.html,https://www.varle.lt/static/uploads/products/235x195/753/kil/kilimelis-media-tech-rgb-gaming-mat-big.jpg,"

12.30
 €
"
84,"Pelės kilimėlis žaidimams Media-Tech COBRA PRO MOUSEPAD MT260, 35x25x0,4cm",https://www.varle.lt/peliu-kilimeliai/peles-kilimelis-zaidimams-media-tech-cobra-pro-mousepad--3453425.html,https://www.varle.lt/static/uploads/products/235x195/134/pel/peles-kilimelis-zaidimams-media-tech-cobra.jpg,"

5.26
 €
"
85,Kiti LIPDUKAS KLAVIATURAI BALTOMIS RAIDEMIS,https://www.varle.lt/klaviaturos/lipdukas-klaviaturai-baltomis-raidemis--8227883.html,https://www.varle.lt/static/uploads/products/235x195/134/lip/lipdukas-klaviaturai-baltomis-raidemis.JPG,"

3.99
 €
"
86,"Pelė žaidimams Razer DeathAdder V2 Mini, Chroma RGB, 62g, Juoda + Dovana pelės kilimėlis Natec UGO",https://www.varle.lt/peles/pele-zaidimams-razer-deathadder-v2-mini-chroma-rgb--14353634.html,https://www.varle.lt/static/uploads/products/235x195/622/pel/pele-razer-deathadder-v2-mini-pele-grip.jpg,"

27.90
 €
"
87,Kietasis vidinis diskas SSD SAMSUNG 970 Evo Plus 1TB/MZ-V7S1T0BW,https://www.varle.lt/kietieji-diskai/ssd-1tb-samsung-m2-pci-e-nvme-970-evo-plus-retail--10092692.html,https://www.varle.lt/static/uploads/products/235x195/12/ssd/ssd-m2-2280-1tb-970-evo-plus-mz-v7s1t0bw.Jpeg,"

132.34
 €
"
88,Apple AirPods (3-ios kartos),https://www.varle.lt/ausines/ausines-apple-airpods-3rd-generation--16892948.html,https://www.varle.lt/static/uploads/products/235x195/28/app/apple-airpods-3rd-generation.png,"

198 €
"
89,Kietasis vidinis diskas SSD SAMSUNG 870 EVO 500GB/SATA 3.0/MLC/MZ-77E500B/EU,https://www.varle.lt/kietieji-diskai/samsung-870-evo-500gb-sata-iii-25-ssd-560mbs-read--15110163.html,https://www.varle.lt/static/uploads/products/235x195/4/sam/samsung-ssd-870-evo-500-gb-ssd-form-factor.png,"

65.89
 €
"
90,"Aušinimo stovas nešiojamam kompiuteriui Media-Tech HEAT BUSTER 4 MT2658, iki 15,6"", tylus 16cm ventiliatorius, USB",https://www.varle.lt/nesiojami-ausintuvai-laikikliai/ausinimo-stovas-nesiojamam-kompiuteriui-media-tech--13798138.html,https://www.varle.lt/static/uploads/products/235x195/292/med/media-tech-mediatech-heat-buster-4.jpeg,"

12.38
 €
"
91,Kingston DataTraveler Exodia DTX/128GB USB atmintinė 3.2 Gen 1 su apsauginiu dangteliu ir raktų žiedu,https://www.varle.lt/usb-laikmenos/kingston-datatraveler-exodia-128gb-usb-stick-typ-a--14511139.html,https://www.varle.lt/static/uploads/products/235x195/2/kin/kingston-technology-datatraveler-exodia_FWq42Bn.jpeg,"

11.39
 €
"
92,"Žaidimų pelė Razer Viper Mini, Chroma RGB, 61g, Juoda",https://www.varle.lt/peles/zaidimu-pele-razer-viper-mini-chroma-rgb-61g-juoda--13764748.html,https://www.varle.lt/static/uploads/products/235x195/292/raz/razer-viper-mini-zaidimu-pele-mouse-.jpeg,"

32.25
 €
"
93,"Kietasis diskas  SSD SAMSUNG 870 QVO/1TB/Rašymo greitis 530 MBytes/sec/Skaitymo greitis 560 MBytes/sec/2,5""/TBW 360 TB/MTBF 1500000 hours/MZ-77Q1T0BW",https://www.varle.lt/kietieji-diskai/ssd-sata25-1tb-6gbs870-qvo-mz-77q1t0bw-samsung--14189839.html,https://www.varle.lt/static/uploads/products/235x195/496/sam/samsung-mz-77q1t0-25-1000-gb-serial-ata_lUGpd5f.jpg,"

91.46
 €
"
94,"Xiaomi Redmi Buds 3 Pro, TWS Ausinės, Garsas kurio nori, su adaptyviu triukšmo slopinimu, Grafito juodos",https://www.varle.lt/ausines/xiaomi-redmi-buds-3-pro-tws-ausines-garsas-kurio--16503952.html,https://www.varle.lt/static/uploads/products/235x195/4/xia/xiaomi-redmi-buds-3-pro-tws-ausines-garsas_EmvGS3E.jpg,"

56.48
 €
"
95,Lengvos ir patogios belaidės Ausinės JBL Tune 510BT Pure Bass sound su mikrofonu juodos,https://www.varle.lt/ausines/lengvos-ir-patogios-belaides-ausines-jbl-tune-510bt--16110101.html,https://www.varle.lt/static/uploads/products/235x195/622/aus/ausines-jbl-tune-510bt_kZ0SbUc.jpg,"

34.49
 €
"
96,"Lengvos Xiaomi TWS ausinės Redmi Buds 3, Pasinerk į ritmą",https://www.varle.lt/ausines/lengvos-xiaomi-tws-ausines-redmi-buds-3-pasinerk--17033598.html,https://www.varle.lt/static/uploads/products/235x195/542/xia/xiaomi-redmi-buds-3-baltas.jpg,"

33.48
 €
"
97,Kietasis diskas Samsung V-NAND SSD 980/500 GB/SSD form factor M.2 2280/MZ-V8V500BW,https://www.varle.lt/kietieji-diskai/samsung-980-ssd-500gb-m2-2280-pcie-30-x4-internes--15468437.html,https://www.varle.lt/static/uploads/products/235x195/962/ssd/ssd-m2-500gb-samsung-980-nvme-pcie-30.jpg,"

57.41
 €
"
98,"Mechaninė TKL Žaidimų Klaviatūra Aula Aegis, Red Switch, su pašvietimu, EN išdėstymas",https://www.varle.lt/klaviaturos/mechanine-tkl-zaidimu-klaviatura-aula-aegis-red-switch--15733813.html,https://www.varle.lt/static/uploads/products/235x195/4/aul/aula-aegis-mechanine-klaviatura-su-laidu_GFjbfAh.png,"

19.99
 €
"
99,"Žaidimų kėdė Sense7 Prism Gaming Chair, Juoda",https://www.varle.lt/zaidimu-gaming-kedes/zaidimu-kede-sense7-prism-gaming-chair-juoda--16451446.html,https://www.varle.lt/static/uploads/products/235x195/605/zai/zaidimu-kede-sense7-prism-gaming-chair.jpg,"

89.99
 €
"
100,"Žaidimų stalas Ultradesk Momentum Gaming Desk, Juodas",https://www.varle.lt/kompiuteriniu-zaidimu-stalai/zaidimu-stalas-ultradesk-momentum-gaming-desk-juodas--16333947.html,https://www.varle.lt/static/uploads/products/235x195/622/biu/biurko-ultradesk-momentum-juoda-udesk-mm-bk.jpg,"

189 €
"
101,Žaidimų stalas Ultradesk Action V2 Gaming Desk,https://www.varle.lt/zaidimu-stalai/zaidimu-stalas-ultradesk-action-v2-gaming-desk--10423633.html,https://www.varle.lt/static/uploads/products/235x195/605/zai/zaidimu-stalas-ultradesk-action-v2-gaming.png,"

129 €
"
102,SSD SAMSUNG 870 QVO 2TB/SATA 3.0/Rašymo greitis 530 MBytes/sec/Skaitymo greitis 560 MBytes/sec/TBW 720 TB/MTBF 1500000 hours/MZ-77Q2T0BW,https://www.varle.lt/kietieji-diskai/samsung-870-qvo-interne-sata-ssd-2-tb-25zoll-qlc--14187408.html,https://www.varle.lt/static/uploads/products/235x195/143/sam/samsung-dysk-ssd-870qvo-mz-77q2t0bw-2tb.jpeg,"

180 €
"
103,Stacionarus kompiuteris Actina /ASUS PRIME B660M-A D4 / NVIDIA GeForce RTX 3060 Ti / PATRIOT VIPER 4 BLACKOUT / WD Blue WDS100T2B0C / SilentiumPC Fortis 5 / CHIEFTEC GPS-600A8 / ASUS TUF GAMING GT301,https://www.varle.lt/stacionarus-kompiuteriai/stacionarus-kompiuteris-actina-5901443302841-pc-ddr4-sdram--19041793.html,https://www.varle.lt/static/uploads/products/235x195/2/act/actina-5901443302841-pc-ddr4-sdram-i5-12400f.jpg,"

1750.89
 €
"
104,Gosund Nitebird RGB LED WiFi juosta Gosund SL3 10m 12V,https://www.varle.lt/ismaniu-irenginiu-valdikliai/gosund-nitebird-rgb-led-wifi-juosta-gosund-sl3-10m--15782371.html,https://www.varle.lt/static/uploads/products/235x195/605/gos/gosund-nitebird-rgb-led-wifi-juosta-gosund.jpg,"

30.32
 €
"
105,Kietasis diskas ADATA Ultimate SU650 480GB,https://www.varle.lt/kietieji-diskai/a-data-adata-su650-480gb-25inch-sata3-520450mbs--9468200.html,https://www.varle.lt/static/uploads/products/235x195/4/a-d/a-data-adata-ultimate-su650-3d-nand-ssd_jXWfFKy.png,"

38.48
 €
"
106,"Nešiojamas kompiuteris Žaidimų kompiuteris Lenovo Legion 5 15.6"" FullHD IPS 120Hz / AMD Ryzen 5 5600H iki 4.2Ghz / 512Gb SSD PCIe / 8Gb RAM DDR4 / GeForce RTX3060 6Gb / WiFi AX / USB C / šviečianti klaviatūra",https://www.varle.lt/nesiojami-kompiuteriai/nesiojami-kompiuteriai/nesiojamas-kompiuteris-zaidimu-kompiuteris-lenovo--20653510.html,https://www.varle.lt/static/uploads/products/235x195/605/zai/zaidimu-kompiuteris-lenovo-legion-5-156_Qz728OJ.png,"

1049 €
"
107,"Žaidimų stalas Ultradesk Frag Gaming Desk, Juodas su raudonu kilimėliu",https://www.varle.lt/zaidimu-stalai/zaidimu-stalas-ultradesk-frag-gaming-desk-raudonas--15560040.html,https://www.varle.lt/static/uploads/products/235x195/622/sta/stalas-ultradesk-frag-red.png,"

159 €
"
108,Samsung Planšetė X200N Galaxy Tab A8 10.5 WiFi 64GB Rožinė Gold,https://www.varle.lt/plansetiniai-kompiuteriai/samsung-plansete-x200n-galaxy-tab-a8-105-wifi-64gb--17825121.html,https://www.varle.lt/static/uploads/products/235x195/572/pla/plansete-samsung-galaxy-tab-a8-2022-wifi_YTQxyFt.png,"

199 €
"
109,Lengvos ir patogios belaidės Ausinės JBL Tune 510BT Pure Bass sound su mikrofonu rožinės,https://www.varle.lt/ausines/lengvos-ir-patogios-belaides-ausines-jbl-tune-510bt--16581266.html,https://www.varle.lt/static/uploads/products/235x195/572/bel/belaides-ausines-jbl-t510-on-ear-rozine.png,"

34.59
 €
"
110,Studijinis ir Transliavimo kondensatorinis mikrofonas Media-Tech STUDIO AND STREAMING MICROPHONE MT396 su laikikliu,https://www.varle.lt/mikrofonai/studijinis-ir-transliavimo-kondensatorinis-mikrofonas--14960756.html,https://www.varle.lt/static/uploads/products/235x195/753/stu/studijinis-ir-transliavimo-kondensatorinis.jpg,"

26.60
 €
"
111,Kietasis vidinis diskas SSD SAMSUNG 870 EVO 2TB/SATA 3.0|MLC/MZ-77E2T0B/EU,https://www.varle.lt/kietieji-diskai/kietasis-vidinis-diskas-ssd-samsung-870-evo-2tbsata--15150407.html,https://www.varle.lt/static/uploads/products/235x195/846/sam/samsung-870-evo-25-col-ssd-sata-6g-_YA9395H.jpg,"

219.97
 €
"
112,Ausinės Apple AirPods Pro (2021),https://www.varle.lt/ausines/ausines-apple-airpods-pro-2021--16922375.html,https://www.varle.lt/static/uploads/products/235x195/28/app/apple-airpods-pro.png,"

236.34
 €
"
113,"Nešiojamas kompiuteris MacBook Air 13” Apple M1 8C CPU, 7C GPU/8GB/256GB SSD/Gold/INT (2020 m.)",https://www.varle.lt/nesiojami-kompiuteriai/nesiojami-kompiuteriai/nesiojamas-kompiuteris-macbook-air-13-apple-m1-8c--18727916.html,https://www.varle.lt/static/uploads/products/235x195/28/nes/nesiojamas-kompiuteris-macbook-air-13-apple_e95fx7B.png,"

1129 €
"
